line,variant,signal_retention,raw_signals,trades,final,total_return,cagr,win_rate,avg_trade,max_drawdown,realized_pnl,open_batches
D,tpNone_sl-0.12_trNone_ts0.1,1.0,1355,47,7559.238843915126,-0.2440761156084874,-0.04895850368256127,0.48936170212765956,-0.0005789956434111075,-0.46212929849186246,,
D,tpNone_sl-0.12_tr0.06_ts0.1,1.0,1355,51,6113.270234837579,-0.3886729765162421,-0.0844999664572792,0.5294117647058824,-0.005402583170092667,-0.5319455611482538,,
D,tpNone_sl-0.12_tr0.1_ts0.15,1.0,1355,49,7866.154824713767,-0.2133845175286233,-0.042144007094859104,0.5102040816326531,0.00030160398952105305,-0.4415304299816123,,
D,tpNone_slNone_tr0.06_ts0.1,1.0,1355,42,14338.944403040381,0.4338944403040381,0.06675515993466652,0.5714285714285714,0.01065525449497702,-0.17507738953975327,,
D,tpNone_slNone_tr0.1_ts0.15,1.0,1355,41,16014.671774682023,0.6014671774682023,0.08810719323486427,0.5609756097560976,0.01392598945920232,-0.16820303445258467,,
V,baseline,1.0,373,251,,,,0.7290836653386454,0.17414865429266038,,4371.131222745775,122.0
V,tp0.1_sl-0.08_trNone_ts0.1,1.0,373,373,,,,0.4262734584450402,-0.009799945808724524,,-365.53797866542493,0.0
V,tp0.1_sl-0.08_tr0.06_ts0.1,1.0,373,373,,,,0.4262734584450402,-0.009799945808724524,,-365.53797866542493,0.0
V,tp0.1_sl-0.08_tr0.1_ts0.15,1.0,373,373,,,,0.4262734584450402,-0.009799945808724524,,-365.53797866542493,0.0
V,tp0.1_sl-0.12_trNone_ts0.1,1.0,373,364,,,,0.48626373626373626,-0.016404858824839656,,-597.1368612241633,9.0
V,tp0.1_sl-0.12_tr0.06_ts0.1,1.0,373,364,,,,0.48626373626373626,-0.016404858824839656,,-597.1368612241633,9.0
V,tp0.1_sl-0.12_tr0.1_ts0.15,1.0,373,364,,,,0.48626373626373626,-0.016404858824839656,,-597.1368612241633,9.0
V,tp0.1_slNone_trNone_ts0.1,1.0,373,289,,,,0.8166089965397924,0.05934299971235461,,1715.0126916870486,84.0
V,tp0.1_slNone_tr0.06_ts0.1,1.0,373,289,,,,0.8166089965397924,0.05934299971235461,,1715.0126916870486,84.0
